ts,host,user,event,severity,ip,message,source
2026-05-20T07:42:44Z,MON-62.core.banking,megan_scott,DeleteUser,LOW,10.39.26.120,DeleteUser: megan_scott performed clearing operation,aws_cloudtrail
2026-08-24T01:55:51Z,PAY-14-dev,lynn_hari,FileDownloaded,UNKNOWN,102.244.12.254,FileDownloaded: lynn_hari performed transaction operation,office365
2027-02-08T16:25:09Z,OPS-21,kjha,ApplicationManagement,LOW,195.200.22.128,ApplicationManagement: kjha performed settlement operation,azure_ad
2026-04-24T02:44:05Z,,nsaran,THREAT,HIGH,10.99.69.236,THREAT: nsaran performed swift operation,palo_alto
2026-03-22T01:35:12Z,ATM-63-prod,pooja_wilson,read_sensitive_file,LOW,69.24.235.247,read_sensitive_file: pooja_wilson performed clearing operation,falco
2026-12-15T05:11:32Z,OPS-11,svc_archive,ApplicationManagement,LOW,60.124.161.82,ApplicationManagement: svc_archive performed transaction operation,azure_ad
2027-01-31T17:45:39Z,SWIFT-26,jessica.carr,CreateUser,LOW,103.7.149.58,CreateUser: jessica.carr performed swift operation,aws_cloudtrail
2026-11-11T09:24:51Z,DB-26,ssuri,ssl,CRITICAL,132.192.91.16,ssl: ssuri performed settlement operation,zeek
2026-08-09T03:25:57Z,FINANCE-73.core.banking,wridesh_taylor,THREAT,LOW,167.227.191.195,THREAT: wridesh_taylor performed audit operation,palo_alto
2026-09-16T06:48:49Z,CORE-42-dr.bank.internal,svc_monitor,4624,HIGH,136.105.126.92,"An account was successfully logged on. Account: svc_monitor, Source IP: 136.105.126.92",windows_security
2026-12-31T04:06:35Z,SWIFT-60-dev.secure.bank,trading_user,302016,MEDIUM,,302016: trading_user performed swift operation,cisco_asa
2027-01-11T22:09:18Z,CRM-76.financial.local,kalpit_martin,Threat,LOW,172.24.146.222,Threat: kalpit_martin performed payment operation,sentinel_one
2026-11-26T22:17:11Z,CORE_BANK-84-dev,saumya.thaker,action_execution,LOW,194.39.118.130,action_execution: saumya.thaker performed payment operation,github_actions
2026-07-23T00:28:59Z,CRM-13-prod,jpatla,TRAFFIC,CRITICAL,18.194.58.197,TRAFFIC: jpatla performed payment operation�,palo_alto
2027-02-13T19:15:50Z,TRADING-10-prod,compliance,http,HIGH,138.72.152.234,http: compliance performed settlement operation,zeek
2026-11-05T09:24:14Z,PROXY-06,trading_user7,Send,LOW,205.53.44.54,Send: trading_user7 performed transfer operation,office365
2026-11-13T06:06:10Z,FINANCE-03-dev,kellis,PROCTITLE,LOW,10.223.23.147,PROCTITLE: kellis performed transfer operation,auditd
2026-04-15T20:02:00Z,PROXY-19,rjones,CreateAccessKey,MEDIUM,72.175.33.2,CreateAccessKey: rjones performed balance operation,aws_cloudtrail
2026-06-24T08:02:19Z,HR-96.secure.bank,carly_garde74,job_execution,LOW,172.23.141.59,job_execution: carly_garde74 performed transfer operation,github_actions
2026-08-31T05:24:13Z,APP-42-sandbox,svc_backup_prod,dns,LOW,10.189.44.1,dns: svc_backup_prod performed settlement operation,zeek
2026-08-06T23:07:45Z,WEB-38,compliance,4702,LOW,192.168.250.69,4702: compliance performed transaction operation,windows_security
2026-06-12T08:58:27Z,HR-30,svc_etl_prod,4672,LOW,192.168.115.23,4672: svc_etl_prod performed payment operation,windows_security
2026-11-22T05:27:19Z,DB-64.core.banking,svc_audit,12,HIGH,192.168.1.23,12: svc_audit performed payment operation,sysmon
2026-04-15T04:50:21Z,COMP-31,om_wilson,write_binary_dir,HIGH,172.20.158.209,write_binary_dir: om_wilson performed audit operation,falco
2027-02-12T11:19:08Z,WKS-93-prod,idyer,4625,HIGH,71.141.57.122,"An account failed to log on. Account: idyer, Source IP: 71.141.57.122",windows_security
2027-01-17T12:56:46Z,PAYMENT-48-sandbox.bank.internal,heather.davidson,PATH,CRITICAL,191.126.211.86,PATH: heather.davidson performed swift operation,auditd
2026-09-01T05:40:29Z,COMP-35.financial.local,vrinda.barry,10,LOW,152.163.100.51,Process accessed: EXCEL.EXE accessed WINWORD.EXE,sysmon
2026-10-28T16:41:16Z,CORE_BANK-20,margaret.king,FileDownloaded,LOW,56.80.39.192,FileDownloaded: margaret.king performed transaction operation,office365
2027-01-18T02:03:37Z,GW-18.bank.internal,,THREAT,LOW,137.196.116.208,THREAT: christine.kapadia26 performed clearing operation,palo_alto
2026-06-22T00:56:19Z,AUDIT-59-dev,russell.kanda,FileDownloaded,LOW,112.246.201.114,FileDownloaded: russell.kanda performed payment operation,sharepoint
2026-11-15T12:18:53Z,DC-74-prod.bank.internal,svc_monitor_prod,Path_Traversal,HIGH,10.20.158.206,Path_Traversal: svc_monitor_prod performed transaction operation,cloud_waf
2026-04-07T16:24:01Z,WKS-44,svc_reporting_prod,SignIn,CRITICAL,25.26.198.192,Sign-in activity for svc_reporting_prod from IP 25.26.198.192,azure_ad
2026-04-28T23:13:20Z,GW-85,nmody,302015,LOW,137.235.221.96,302015: nmody performed audit operation,cisco_asa
2027-01-31T04:22:32Z,FINANCE-06-prod,ubowen,FileDownloaded,LOW,172.19.45.243,FileDownloaded: ubowen performed swift operation,sharepoint
2026-08-17T09:32:34Z,DB-93-prod.financial.local,frederick.brown62,ConsoleLogin,LOW,172.16.170.48,ConsoleLogin: frederick.brown62 performed reconciliation operation,aws_cloudtrail
2026-08-07T03:54:34Z,GW-55-prod.core.banking,settlement,EXECVE,LOW,112.82.191.194,EXECVE: settlement performed balance operation,auditd
2026-09-21T20:46:04Z,ATM-17,rachel_srinivas,shell_in_container,LOW,152.130.13.41,shell_in_container: rachel_srinivas performed transfer operation,falco
2026-04-20T18:31:11Z,COMP-98.core.banking,risk_manager,PROCTITLE,HIGH,125.37.101.6,PROCTITLE: risk_manager performed transaction operation,auditd
2027-01-21T20:05:22Z,PROXY-71-dr.core.banking,trading_user87,write_binary_dir,MEDIUM,215.43.129.204,write_binary_dir: trading_user87 performed transfer operation,falco
2027-01-09T00:52:15Z,CORE-36.bank.internal,njackson94,FileDownloaded,MEDIUM,92.23.191.104,FileDownloaded: njackson94 performed swift operation,sharepoint
2026-10-16T17:48:13Z,GW-34-dr,svc_monitor_prod,Detection,HIGH,10.150.144.186,Detection: svc_monitor_prod performed audit operation,crowdstrike
2026-12-29T20:06:08Z,FINANCE-58,svc_replication,read_sensitive_file,MEDIUM,173.19.122.226,read_sensitive_file: svc_replication performed audit operation,falco
2026-04-03T15:55:37Z,CORE_BANK-40.financial.local,shane_patel,FileDeleted,LOW,52.192.86.5,FileDeleted: shane_patel performed settlement operation,sharepoint
2026-06-27T07:05:55Z,DC-72-uat,svc_cicd90,4648,LOW,91.194.30.33,4648: svc_cicd90 performed settlement operation,windows_security
2027-01-24T20:31:54Z,TRADING-53,svc_deploy_prod99,action_execution,LOW,85.16.1.163,action_execution: svc_deploy_prod99 performed reconciliation operation,github_actions
2026-08-30T11:39:36Z,WKS-84-dev.bank.internal,frank_morales,302016,LOW,117.164.127.117,302016: frank_morales performed balance operation,cisco_asa
2026-10-02T01:56:24Z,CORE_BANK-29-dr.secure.bank,,action_execution,LOW,172.24.195.26,action_execution: svc_scanner performed transaction operation,github_actions
2026-05-16T20:34:59Z,APP-86.financial.local,antony.handa87,ssl,LOW,115.48.96.239,ssl: antony.handa87 performed settlement operation,zeek
2026-10-13T00:42:00Z,CRM-55,dale_thompson27,FileDownloaded,LOW,59.199.104.8,FileDownloaded: dale_thompson27 performed settlement operation,office365
2026-03-14T06:23:02Z,DC-79.secure.bank,trading_user,Quarantine,MEDIUM,192.168.208.166,Quarantine: trading_user performed swift operation,crowdstrike
2026-11-01T16:32:00Z,RISK-07-prod,annette.kala,4672,LOW,32.16.92.104,4672: annette.kala performed audit operation,windows_security
2026-10-23T07:16:28Z,CORE_BANK-91.core.banking,rcollins,CreateAccessKey,CRITICAL,2.38.30.26,CreateAccessKey: rcollins performed clearing operation,aws_cloudtrail
2026-03-12T21:58:16Z,DB-52.financial.local,root12,smb_files,LOW,10.120.219.111,smb_files: root12 performed settlement operation,zeek
2027-02-07T16:37:34Z,CORE_BANK-92.secure.bank,mmutti,workflow_run,LOW,7.153.37.80,workflow_run: mmutti performed swift operation,github_actions
2026-05-18T04:26:06Z,DC-91-uat,charles_sengupta,conn,LOW,10.91.123.43,conn: charles_sengupta performed transfer operation,zeek
2026-10-16T09:46:07Z,DC-48-prod.bank.internal,marion_jones,Path_Traversal,LOW,172.17.116.169,Path_Traversal: marion_jones performed audit operation,cloud_waf
2026-05-07T10:20:27Z,PROXY-75-prod,pamela_dale,action_execution,LOW,59.171.176.244,action_execution: pamela_dale performed clearing operation,github_actions
2027-01-01T16:48:14Z,TRADING-02,kcoffey,EXECVE,HIGH,10.189.107.151,EXECVE: kcoffey performed audit operation,auditd
2026-04-11T11:37:08Z,PAY-92-dr.core.banking,oliver_lewis57,ConsoleLogin,LOW,10.158.255.90,ConsoleLogin: oliver_lewis57 performed transfer operation,aws_cloudtrail
2027-01-24T07:17:36Z,PAY-35,hemani_bera,FileDeleted,LOW,210.80.190.16,FileDeleted: hemani_bera performed audit operation,sharepoint
2027-01-09T23:40:00Z,DC-92.core.banking,lakshit_smith,3,HIGH,189.179.138.24,Network connection: nginx.exe_v4.9 connected to ,sysmon
2026-07-22T16:56:37Z,DC-48,admin,FileDownloaded,HIGH,31.191.116.171,FileDownloaded: admin performed swift operation,office365
2026-06-12T20:14:49Z,ATM-92,eweeks,22,LOW,222.100.216.61,22: eweeks performed balance operation,sysmon
2027-01-04T18:37:34Z,MON-65.financial.local,kimberly_toor,shell_in_container,LOW,10.229.156.64,shell_in_container: kimberly_toor performed clearing operation,falco
2026-03-07T07:08:21Z,GW-67.core.banking,katherine.sanderson,CreateUser,HIGH,192.168.117.71,CreateUser: katherine.sanderson performed audit operation,aws_cloudtrail
2027-01-15T03:44:52Z,WKS-76-prod.financial.local,svc_etl,FileUploaded,MEDIUM,38.250.243.97,FileUploaded: svc_etl performed transaction operation,sharepoint
2026-11-06T16:15:17Z,AUDIT-89-dr.financial.local,svc_audit56,FileDownloaded,LOW,10.192.136.229,FileDownloaded: svc_audit56 performed clearing operation,office365
2026-12-24T17:43:11Z,PAYMENT-23-dev.core.banking,svc_vault,106001,LOW,10.175.40.68,106001: svc_vault performed balance operation,cisco_asa
2026-12-13T14:43:37Z,DB-11.financial.local,hredhaan_wilson,DeleteUser,LOW,191.203.164.14,DeleteUser: hredhaan_wilson performed reconciliation operation,aws_cloudtrail
2026-08-11T11:00:50Z,RISK-66-dr,root,3,MEDIUM,31.38.19.202,Network connection: docker connected to FINANCE-65-dr:5432,sysmon
2026-05-25T13:27:51Z,FS-20-prod,njames,SQL_Injection,LOW,172.16.79.129,SQL_Injection: njames performed audit operation,cloud_waf
2026-07-28T04:10:09Z,OPS-32-dev,margaret_atkinson,FileDeleted,LOW,192.168.107.87,FileDeleted: margaret_atkinson performed settlement operation,sharepoint
2027-02-21T12:58:34Z,BRANCH-63,aboyd95,smb_files,LOW,145.21.85.27,smb_files: aboyd95 performed clearing operation,zeek
2026-05-19T05:54:23Z,DB-41-dr.secure.bank,sai.lamb,conn,LOW,192.168.46.217,conn: sai.lamb performed settlement operation,zeek
2026-12-10T14:57:21Z,CRM-54-dr.bank.internal,yashvi.rajagopal,Detection,MEDIUM,32.20.146.25,Detection: yashvi.rajagopal performed transfer operation,crowdstrike
2027-01-31T20:57:45Z,FINANCE-03-dev.bank.internal,michael.grant,ApplicationManagement,LOW,202.252.94.221,ApplicationManagement: michael.grant performed transaction operation,azure_ad
2026-04-27T11:31:42Z,PAYMENT-48.core.banking,svc_vault_prod,ConsoleLogin,HIGH,101.165.76.33,ConsoleLogin: svc_vault_prod performed reconciliation operation,aws_cloudtrail
2026-04-24T10:34:40Z,WKS-49-prod,patricia_ramos,MailItemsAccessed,LOW,136.102.214.38,MailItemsAccessed: patricia_ramos performed settlement operation,office365
invalid-timestamp,SWIFT-90-prod.financial.local,svc_vault,Quarantine,LOW,82.92.12.224,Quarantine: svc_vault performed audit operation,crowdstrike
2026-11-06T22:20:22Z,CORE-83-sandbox.bank.internal,svc_archive,Quarantine,LOW,199.89.184.55,Quarantine: svc_archive performed settlement operation,crowdstrike
2027-02-10T20:12:55Z,RISK-25,ryan.wable57,CreateUser,LOW,172.93.140.54,CreateUser: ryan.wable57 performed payment operation,aws_cloudtrail
2026-12-30T21:52:08Z,FS-62,vhoward,7,LOW,119.38.208.184,,sysmon
,GW-63-prod.secure.bank,rrhodes79,MailItemsAccessed,LOW,172.24.178.78,MailItemsAccessed: rrhodes79 performed settlement operation,office365
2027-02-14T09:33:35Z,SWIFT-31-dr.core.banking,lewis.johnson,SQL_Injection,LOW,172.17.162.33,SQL_Injection: lewis.johnson performed balance operation,cloud_waf
2026-08-27T07:42:10Z,COMP-58-dr.bank.internal,svc_scanner_prod94,4688,LOW,183.250.201.233,"A new process was created. Process: nginx.exe_v8.7, Command line: netstat -tulpn | grep LISTEN",windows_security
2026-08-29T17:50:24Z,GW-76.bank.internal,internal_audit,Suspicious,HIGH,211.25.161.56,Suspicious: internal_audit performed settlement operation,sentinel_one
2026-10-12T07:59:06Z,DB-46.core.banking,risk_manager,302016,MEDIUM,111.54.134.61,302016: risk_manager performed audit operation,cisco_asa
2026-07-26T21:35:30Z,FINANCE-85,svc_cicd_prod,job_execution,MEDIUM,172.21.88.188,job_execution: svc_cicd_prod performed reconciliation operation,github_actions
2026-03-30T20:14:12Z,AUDIT-33.financial.local,tracey.williams,CreateAccessKey,LOW,172.26.147.188,CreateAccessKey: tracey.williams performed transaction operation,aws_cloudtrail
2026-06-09T07:02:29Z,DC-95-dr,upage,EXECVE,HIGH,172.30.89.158,EXECVE: upage performed reconciliation operation,auditd
2026-03-01T07:20:17Z,COMP-29.financial.local,svc_deploy_prod,New-InboxRule,HIGH,212.102.9.243,New-InboxRule: svc_deploy_prod performed payment operation,office365
2026-11-08T14:29:06Z,PROXY-18-sandbox.bank.internal,domain_admin,PATH,LOW,10.237.87.155,PATH: domain_admin performed audit operation,auditd
2026-03-04T04:58:19Z,AUDIT-46-uat,yahvi.ingram,THREAT,HIGH,118.88.56.178,THREAT: yahvi.ingram performed balance operation,palo_alto
2026-10-23T18:00:43Z,FS-29,sandra_potter,URL,LOW,64.69.233.100,URL: sandra_potter performed balance operation,palo_alto
2026-09-16T14:16:43Z,RISK-82-sandbox.financial.local,svc_archive21,Quarantine,HIGH,107.131.240.12,Quarantine: svc_archive21 performed clearing operation,crowdstrike
2026-04-21T02:37:52Z,DC-32-prod.core.banking,erik_taylor,job_execution,MEDIUM,10.10.12.127,job_execution: erik_taylor performed transfer operation,github_actions
2026-07-27T22:35:21Z,TRADING-70-prod.secure.bank,dbhatti,Prevention,MEDIUM,192.168.5.44,Prevention: dbhatti performed clearing operation,crowdstrike
2026-06-19T02:50:34Z,DB-81.bank.internal,svc_replication_prod,workflow_run,MEDIUM,36.111.57.15,workflow_run: svc_replication_prod performed audit operation,github_actions
2027-02-21T12:04:05Z,WEB-33.secure.bank,crichardson,Blocked,LOW,138.220.27.18,Blocked: crichardson performed audit operation,sentinel_one
2026-03-31T06:35:47Z,APP-35-dev,samar_fox,106023,LOW,181.216.172.187,106023: samar_fox performed transfer operation,cisco_asa
2026-11-15T21:17:00Z,TRADING-01.secure.bank,svc_monitor,13,LOW,172.27.84.85,13: svc_monitor performed swift operation,sysmon
2026-12-25T09:59:12Z,APP-64,svc_deploy_prod,Quarantine,UNKNOWN,10.42.131.73,Quarantine: svc_deploy_prod performed payment operation,crowdstrike
2026-06-16T16:40:25Z,SWIFT-35.secure.bank,matthew_page,FileUploaded,MEDIUM,192.168.188.167,FileUploaded: matthew_page performed balance operation,sharepoint
2026-04-13T16:48:43Z,HR-43.core.banking,ansh_sagar40,URL,LOW,10.184.160.68,URL: ansh_sagar40 performed transaction operation,palo_alto
2026-11-29T17:53:19Z,TRADING-86,maria_pugh,XSS,LOW,133.149.242.102,XSS: maria_pugh performed audit operation,cloud_waf
2026-11-29T00:52:50Z,SWIFT-81.financial.local,sara.hughes,CreateUser,MEDIUM,25.179.60.18,CreateUser: sara.hughes performed clearing operation,aws_cloudtrail
2026-11-21T21:15:00Z,PROXY-77-prod.secure.bank,john_mitter,TRAFFIC,LOW,192.168.40.115,TRAFFIC: john_mitter performed balance operation,palo_alto
2026-05-25T03:22:43Z,CORE_BANK-57.financial.local,risk_manager,Path_Traversal,CRITICAL,83.187.20.23,Path_Traversal: risk_manager performed clearing operation,cloud_waf
2026-06-04T05:50:58Z,PAY-91.secure.bank,cprabhu,write_binary_dir,LOW,89.190.220.165,write_binary_dir: cprabhu performed payment operation,falco
2026-11-19T20:27:09Z,CORE-36.bank.internal,internal_audit,Detection,MEDIUM,63.159.13.144,,crowdstrike
2026-06-28T23:52:35Z,GW-66-prod,gautam_hurst,http,UNKNOWN,172.20.241.136,http: gautam_hurst performed reconciliation operation,zeek
2026-05-31T15:35:31Z,OPS-24-dr,phillip_brown,action_execution,HIGH,,action_execution: phillip_brown performed balance operation,github_actions
2027-02-02T00:41:14Z,CORE_BANK-13-uat,geoffrey_lata62,Send,LOW,190.169.196.120,Send: geoffrey_lata62 performed settlement operation,office365
2026-09-12T13:26:47Z,HR-82.bank.internal,renee.rattan,read_sensitive_file,LOW,10.101.241.19,read_sensitive_file: renee.rattan performed transfer operation,falco
2026-05-11T04:36:16Z,RISK-06,eparker,job_execution,LOW,10.59.220.44,job_execution: eparker performed transaction operation,github_actions
2026-12-18T23:08:49Z,DB-01.core.banking,harinakshi_bajaj,PATH,LOW,10.185.21.225,PATH: harinakshi_bajaj performed transaction operation,auditd
2026-06-22T22:29:39Z,AUDIT-87,svc_cicd_prod,106023,LOW,192.168.113.226,106023: svc_cicd_prod performed payment operation,cisco_asa
2026-04-08T08:19:51Z,CRM-11.bank.internal,jchavez48,Suspicious,MEDIUM,140.115.246.251,Suspicious: jchavez48 performed balance operation,sentinel_one
2026-05-27T01:45:03Z,PAY-62.bank.internal,richard_stephens,Send,LOW,82.139.175.95,Send: richard_stephens performed payment operation,office365
2026-06-03T15:33:03Z,APP-22,tracey_thomas93,ssl,MEDIUM,192.168.96.108,ssl: tracey_thomas93 performed reconciliation operation,zeek
2026-10-27T11:46:51Z,CORE-44-dr,kyle.mcfarland,FileDownloaded,MEDIUM,199.83.164.122,FileDownloaded: kyle.mcfarland performed swift operation,sharepoint
2026-03-14T01:16:34Z,AUDIT-82-dev,lbhandari51,FileDownloaded,LOW,55.184.233.21,FileDownloaded: lbhandari51 performed balance operation,sharepoint
2026-12-25T18:12:34Z,DC-08.core.banking,svc_etl_prod99,CreateUser,MEDIUM,192.168.138.246,CreateUser: svc_etl_prod99 performed audit operation,aws_cloudtrail
2026-05-02T02:36:49Z,DB-83.financial.local,aduffy,Suspicious,LOW,172.23.112.110,Suspicious: aduffy performed swift operation,sentinel_one
2026-07-31T09:20:02Z,HR-90-prod.secure.bank,lparker,302016,LOW,172.20.221.228,302016: lparker performed balance operation,cisco_asa
2026-07-04T10:36:16Z,CORE-74-uat,lori.majumdar,CreateAccessKey,LOW,172.29.105.109,CreateAccessKey: lori.majumdar performed transaction operation,aws_cloudtrail
2026-06-22T01:56:15Z,TRADING-05,svc_reporting_prod,TRAFFIC,LOW,172.27.138.168,TRAFFIC: svc_reporting_prod performed audit operation,palo_alto
2026-04-24T18:37:29Z,RISK-72-dev.financial.local,yuvraj_dara16,Path_Traversal,LOW,192.168.135.229,Path_Traversal: yuvraj_dara16 performed settlement operation,cloud_waf
2026-07-02T05:00:08Z,DB-42-prod.secure.bank,svc_scanner_prod,Quarantine,HIGH,10.9.153.29,Quarantine: svc_scanner_prod performed settlement operation,crowdstrike
2026-10-14T17:57:55Z,PAY-78-uat.core.banking,mpatterson,smb_files,MEDIUM,115.80.26.9,smb_files: mpatterson performed clearing operation,zeek
2027-02-10T05:29:30Z,CRM-42,rbell,THREAT,MEDIUM,61.39.232.148,THREAT: rbell performed swift operation,palo_alto
2026-08-25T18:23:18Z,HR-08,erika.garde,workflow_run,MEDIUM,203.94.200.28,workflow_run: erika.garde performed audit operation,github_actions
2026-09-29T15:25:51Z,WKS-81-dr,ben_greenwood,Detection,CRITICAL,184.188.29.68,Detection: ben_greenwood performed balance operation,crowdstrike
2026-05-31T13:29:32Z,PROXY-41-dev.secure.bank,lisa.walsh,302016,LOW,192.168.122.227,302016: lisa.walsh performed balance operation,cisco_asa
2026-12-23T22:14:03Z,CRM-46-dr.bank.internal,,Audit,LOW,192.168.150.192,Audit log: create performed by naksh_delgado91,azure_ad
2026-06-08T21:30:00Z,CRM-68-sandbox.secure.bank,svc_vault_prod,THREAT,LOW,10.93.57.114,THREAT: svc_vault_prod performed clearing operation,palo_alto
2026-11-24T10:07:19Z,DB-78.core.banking,ojas.randall,4702,LOW,172.23.141.63,4702: ojas.randall performed transaction operation,windows_security
2026-04-11T02:59:42Z,PROXY-98.secure.bank,hazel_gallagher,conn,LOW,95.54.198.1,conn: hazel_gallagher performed reconciliation operation,zeek
2027-01-05T16:45:48Z,TRADING-71-dr.core.banking,daniel_meadows,Send,MEDIUM,211.227.102.212,Send: daniel_meadows performed reconciliation operation,office365
2026-07-26T07:15:14Z,WKS-23,,SYSCALL,LOW,157.100.138.143,SYSCALL: viraj_varma43 performed reconciliation operation,auditd
2026-08-13T18:42:36Z,DC-35-sandbox.bank.internal,svc_archive_prod,workflow_run,LOW,150.225.201.5,workflow_run: svc_archive_prod performed transaction operation,github_actions
2026-07-01T13:12:48Z,MON-69-dr,svc_backup65,ConsoleLogin,HIGH,172.29.74.16,ConsoleLogin: svc_backup65 performed clearing operation,aws_cloudtrail
2027-02-19T04:26:36Z,TRADING-56.core.banking,svc_reporting_prod,Blocked,CRITICAL,10.98.93.202,Blocked: svc_reporting_prod performed clearing operation,sentinel_one
2026-09-12T02:15:49Z,ATM-37,holly.upadhyay,13,MEDIUM,141.52.80.208,13: holly.upadhyay performed clearing operation,sysmon
2026-09-20T12:13:45Z,PAY-40,svc_vault_prod,Suspicious,LOW,10.177.144.186,Suspicious: svc_vault_prod performed settlement operation,sentinel_one
2026-11-21T07:49:16Z,FS-33-dev,beverley_hayes29,workflow_run,LOW,94.116.168.55,workflow_run: beverley_hayes29 performed clearing operation,github_actions
2026-07-05T21:19:58Z,FINANCE-01.financial.local,ranveer.fernandez74,7,LOW,172.31.3.43,7: ranveer.fernandez74 performed payment operation,sysmon
2026-03-17T06:17:32Z,MON-07-sandbox,svc_cicd_prod,Suspicious,HIGH,85.0.198.176,Suspicious: svc_cicd_prod performed clearing operation,sentinel_one
2026-09-03T14:27:11Z,FINANCE-47-prod,fraud_analyst,read_sensitive_file,LOW,192.168.150.125,read_sensitive_file: fraud_analyst performed settlement operation,falco
2026-10-18T11:25:20Z,HR-42,angela.majumdar23,Prevention,LOW,78.90.195.178,Prevention: angela.majumdar23 performed settlement operation,crowdstrike
2027-02-15T02:28:45Z,GW-60.bank.internal,geetika_baker,SYSCALL,MEDIUM,187.3.49.170,SYSCALL: geetika_baker performed transaction operation,auditd
2026-07-05T05:05:20Z,PAYMENT-35-dr.core.banking,scott_fitzgerald26,FileDeleted,LOW,192.168.211.149,FileDeleted: scott_fitzgerald26 performed swift operation,sharepoint
2026-10-03T06:45:12Z,TRADING-17-prod.secure.bank,emily_tripathi,SignIn,CRITICAL,10.175.103.198,Sign-in activity for emily_tripathi from IP 10.175.103.198,azure_ad
2026-10-04T01:12:10Z,AUDIT-36.secure.bank,jdubey,action_execution,LOW,192.168.177.33,action_execution: jdubey performed balance operation,github_actions
invalid-timestamp,TRADING-75-dev.bank.internal,hemani.barad,write_binary_dir,LOW,192.168.218.63,write_binary_dir: hemani.barad performed payment operation,falco
2026-10-18T12:07:42Z,DB-85.financial.local,joshua_johnson,EXECVE,LOW,192.168.167.117,EXECVE: joshua_johnson performed balance operation,auditd
2026-07-12T16:35:35Z,FS-26.bank.internal,svc_deploy,TRAFFIC,LOW,10.50.23.175,TRAFFIC: svc_deploy performed transaction operation,palo_alto
2027-01-05T09:52:10Z,TRADING-06-uat.bank.internal,katherine.basu,Blocked,MEDIUM,187.235.12.140,Blocked: katherine.basu performed transfer operation,sentinel_one
2026-05-28T08:49:43Z,CORE-12-dr,krista_bray,workflow_run,HIGH,192.168.6.160,workflow_run: krista_bray performed settlement operation,github_actions
2026-06-10T19:18:52Z,FINANCE-28-dr,svc_archive,FileDeleted,MEDIUM,151.41.196.20,FileDeleted: svc_archive performed swift operation,sharepoint
2026-07-29T15:23:29Z,PAYMENT-26.core.banking,svc_backup_prod,4702,HIGH,63.89.56.140,4702: svc_backup_prod performed transaction operation,windows_security
2026-10-31T20:55:04Z,COMP-21-uat,cdavies,Audit,LOW,172.31.180.155,Audit log: modify performed by cdavies,azure_ad
2026-11-08T01:03:06Z,OPS-78-sandbox.core.banking,eleanor.pearson,XSS,LOW,1.121.2.172,XSS: eleanor.pearson performed clearing operation,cloud_waf
2027-01-07T04:51:57Z,CRM-25.secure.bank,gareth_kaur,4648,LOW,10.133.168.207,4648: gareth_kaur performed payment operation�,windows_security
2026-12-08T10:03:45Z,FINANCE-54.bank.internal,snagy85,DeleteUser,LOW,10.250.240.182,DeleteUser: snagy85 performed transfer operation,aws_cloudtrail
2027-01-19T19:13:41Z,,lauren.shepherd,CreateAccessKey,LOW,172.18.151.50,CreateAccessKey: lauren.shepherd performed audit operation,aws_cloudtrail
2027-01-07T08:21:55Z,RISK-08,kevin_sullivan,CreateAccessKey,MEDIUM,64.244.122.155,CreateAccessKey: kevin_sullivan performed payment operation,aws_cloudtrail
2026-11-10T00:41:43Z,ATM-54-prod,svc_replication_prod83,13,LOW,10.190.175.104,13: svc_replication_prod83 performed swift operation,sysmon
2026-08-11T15:34:47Z,FS-26-sandbox,svc_archive,URL,LOW,70.138.41.247,URL: svc_archive performed settlement operation,palo_alto
2026-04-18T12:59:07Z,DC-12-dev,chloe_sullivan,THREAT,MEDIUM,102.15.113.4,THREAT: chloe_sullivan performed balance operation,palo_alto
2026-10-18T23:46:18Z,AUDIT-41-dr.secure.bank,nitesh_konda,Threat,HIGH,159.47.125.30,Threat: nitesh_konda performed payment operation,sentinel_one
2026-05-06T12:42:00Z,OPS-97-uat.secure.bank,slewis,New-InboxRule,MEDIUM,110.219.124.15,New-InboxRule: slewis performed reconciliation operation,office365
2027-02-18T05:38:23Z,SWIFT-61.core.banking,hamsini.webb,Prevention,MEDIUM,192.168.142.177,Prevention: hamsini.webb performed swift operation,crowdstrike
2026-12-15T04:01:16Z,RISK-18.secure.bank,svc_reporting_prod,read_sensitive_file,LOW,172.16.129.172,read_sensitive_file: svc_reporting_prod performed settlement operation,falco
2026-09-21T12:02:58Z,PAYMENT-40-dr,ashley.mani4,Threat,MEDIUM,172.20.182.153,Threat: ashley.mani4 performed transaction operation,sentinel_one
2026-06-07T12:10:08Z,ATM-94-dr.secure.bank,cmitchell10,Audit,MEDIUM,172.30.77.54,Audit log: create performed by cmitchell10,azure_ad
2027-01-18T21:41:03Z,AUDIT-42-dev,arya_edwards,13,MEDIUM,131.198.220.246,,sysmon
2026-12-23T03:36:01Z,FINANCE-71.financial.local,ckala,CreateAccessKey,LOW,47.75.79.48,CreateAccessKey: ckala performed transaction operation,aws_cloudtrail
2027-02-15T02:00:30Z,TRADING-28,billy_daly60,THREAT,LOW,60.79.68.128,THREAT: billy_daly60 performed settlement operation,palo_alto
2026-03-14T16:02:54Z,HR-38,warjas_bull,Prevention,MEDIUM,20.54.72.18,Prevention: warjas_bull performed audit operation,crowdstrike
2026-06-16T21:15:15Z,COMP-08-uat.secure.bank,gking,ApplicationManagement,LOW,172.16.27.185,ApplicationManagement: gking performed clearing operation,azure_ad
